cell_id,zone_name,area_km2,population,population_density_per_km2,park_count,park_area_km2,green_area_pct,school_count,hospital_count,primary_roads_km,parks_per_10k_residents,schools_per_10k_residents,hospitals_per_100k_residents,coverage_score,coverage_label
486,South West,2.08,13222,6356.7,8,0.0407,1.96,3,0,9.17,6.051,2.269,0.0,42.23,Needs Improvement
487,South,1.196,12443,10404.1,4,0.0242,2.02,1,0,3.2,3.215,0.804,0.0,26.34,Needs Improvement
488,West,1.1733,15600,13295.4,12,0.0357,3.04,3,0,7.23,7.692,1.923,0.0,53.05,Good
489,North West,2.4401,35306,14469.2,38,0.1753,7.19,9,0,9.96,10.763,2.549,0.0,71.37,Excellent
490,North West,0.4489,18358,40895.3,17,0.0916,20.4,7,0,2.12,9.26,3.813,0.0,77.04,Excellent
491,West,0.2565,2801,10918.1,2,0.0066,2.58,1,0,1.91,7.14,3.57,0.0,54.06,Good
492,West,0.55,7424,13497.5,10,0.0246,4.47,1,0,4.13,13.47,1.347,0.0,61.32,Good
493,South,0.3854,3254,8442.3,4,0.025,6.49,3,0,2.65,12.293,9.219,0.0,68.75,Good
494,North West,0.542,3411,6293.3,5,0.0328,6.06,1,0,4.1,14.658,2.932,0.0,66.43,Good
495,South,0.3367,6456,19173.2,8,0.0215,6.4,3,0,2.54,12.392,4.647,0.0,73.0,Excellent
496,North West,0.889,17094,19228.1,14,0.0675,7.6,3,2,7.08,8.19,1.755,11.7,71.03,Excellent
497,West,0.8602,6642,7721.4,5,0.0277,3.22,5,0,6.08,7.528,7.528,0.0,54.28,Good
498,South West,0.6222,4236,6808.3,3,0.0078,1.26,1,0,3.73,7.082,2.361,0.0,46.24,Needs Improvement
499,South West,0.7623,7912,10379.2,4,0.0249,3.27,0,0,2.29,5.056,0.0,0.0,31.23,Needs Improvement
500,North West,0.5807,15141,26075.9,13,0.0419,7.22,7,0,2.83,8.586,4.623,0.0,67.65,Good
501,South,0.9929,7328,7380.6,4,0.0168,1.69,1,0,4.21,5.459,1.365,0.0,35.69,Needs Improvement
502,North West,0.6593,11592,17582.5,7,0.0199,3.02,1,1,4.15,6.039,0.863,8.627,52.24,Good
503,East,0.5392,7607,14107.6,5,0.0262,4.86,1,0,3.29,6.573,1.315,0.0,48.35,Needs Improvement
504,East,1.1045,13103,11863.5,11,0.0677,6.13,6,0,7.93,8.395,4.579,0.0,64.15,Good
505,Central,1.3473,14161,10510.5,7,0.0338,2.51,6,0,6.33,4.943,4.237,0.0,44.91,Needs Improvement
506,East,1.4107,20828,14764.1,11,0.0475,3.37,9,0,7.5,5.281,4.321,0.0,50.18,Good
507,South West,0.3491,4126,11820.6,3,0.0111,3.19,2,1,2.09,7.271,4.847,24.237,65.95,Good
508,North West,0.4588,5235,11409.1,4,0.012,2.62,5,0,2.95,7.641,9.551,0.0,56.44,Good
509,North,0.2278,2806,12317.6,4,0.0124,5.44,1,0,1.74,14.255,3.564,0.0,70.01,Excellent
510,North,0.548,11443,20882.1,9,0.0311,5.68,1,0,2.92,7.865,0.874,0.0,52.92,Good
511,West,0.8116,11830,14575.4,6,0.0278,3.43,7,0,2.47,5.072,5.917,0.0,49.29,Needs Improvement
512,Central,0.5839,8034,13759.6,4,0.0171,2.93,1,0,4.08,4.979,1.245,0.0,38.98,Needs Improvement
513,West,2.014,46871,23272.3,32,0.0767,3.81,13,1,7.31,6.827,2.774,2.134,63.05,Good
514,West,0.4957,5960,12024.6,6,0.0247,4.98,2,0,3.09,10.067,3.356,0.0,69.24,Good
515,North West,0.3291,7813,23742.5,7,0.0306,9.31,5,0,2.07,8.959,6.4,0.0,72.47,Excellent
516,North East,0.8893,9085,10215.4,2,0.0062,0.7,1,0,4.26,2.201,1.101,0.0,21.99,Needs Improvement
517,North East,0.6918,11453,16554.6,11,0.0355,5.13,4,0,3.41,9.604,3.493,0.0,69.83,Good
518,West,0.8793,10344,11763.4,3,0.0146,1.67,8,0,4.26,2.9,7.734,0.0,36.53,Needs Improvement
519,North West,0.7587,9882,13024.3,5,0.031,4.08,4,0,3.34,5.06,4.048,0.0,49.03,Needs Improvement
520,North West,0.7319,7574,10348.4,5,0.0259,3.54,2,0,3.06,6.602,2.641,0.0,50.94,Good
521,North,0.177,2105,11894.4,4,0.0191,10.78,1,0,0.65,19.002,4.751,0.0,76.41,Excellent
522,South West,0.409,4136,10112.5,4,0.0262,6.4,0,0,2.09,9.671,0.0,0.0,53.42,Good
523,New Delhi,0.4437,6978,15726.3,6,0.0226,5.1,1,0,1.45,8.598,1.433,0.0,57.93,Good
524,North,0.5132,4939,9624.5,4,0.0205,3.99,1,0,3.25,8.099,2.025,0.0,53.93,Good
525,South,0.4832,8016,16590.8,7,0.0334,6.91,2,0,2.13,8.733,2.495,0.0,66.04,Good
526,North East,0.81,27726,34228.3,18,0.1158,14.3,6,1,5.57,6.492,2.164,3.607,68.51,Good
527,South,0.9068,6516,7185.8,4,0.0256,2.82,0,0,2.56,6.139,0.0,0.0,32.87,Needs Improvement
528,North,0.3207,1662,5183.0,2,0.0084,2.62,1,0,2.49,12.034,6.017,0.0,61.73,Good
529,Central,0.9548,8607,9014.8,6,0.0327,3.43,2,0,6.69,6.971,2.324,0.0,49.8,Needs Improvement
530,North East,0.8986,16194,18021.3,14,0.0898,9.99,6,1,7.0,8.645,3.705,6.175,82.07,Excellent
531,West,0.8362,8422,10072.0,4,0.0204,2.44,3,1,5.91,4.749,3.562,11.874,53.77,Good
532,South,0.2701,4554,16862.9,4,0.018,6.65,1,0,0.9,8.783,2.196,0.0,64.43,Good
533,North East,0.8236,16117,19568.1,10,0.0514,6.24,3,0,3.76,6.205,1.861,0.0,51.92,Good
534,South,0.6644,8044,12106.5,11,0.0412,6.21,1,1,4.4,13.675,1.243,12.432,72.05,Excellent
535,Central,1.1254,21462,19070.3,22,0.0592,5.26,8,1,8.12,10.251,3.728,4.659,81.57,Excellent
536,South,1.8446,9961,5400.2,9,0.0377,2.04,4,0,11.49,9.035,4.016,0.0,57.29,Good
537,North West,1.6396,30646,18690.9,22,0.0788,4.81,7,0,8.5,7.179,2.284,0.0,56.14,Good
538,North,0.6765,12468,18429.5,10,0.0343,5.06,0,1,3.69,8.021,0.0,8.021,58.41,Good
539,East,0.6316,8125,12864.2,7,0.0181,2.87,2,1,2.32,8.615,2.462,12.308,68.93,Good
540,South,0.9239,18475,19997.8,13,0.0403,4.36,10,0,4.29,7.037,5.413,0.0,58.6,Good
541,New Delhi,0.3239,7715,23820.9,6,0.0212,6.56,3,0,2.37,7.777,3.889,0.0,64.31,Good
542,Central,0.2648,7679,28999.3,2,0.012,4.52,5,0,0.8,2.605,6.511,0.0,38.4,Needs Improvement
543,East,0.4762,13857,29098.4,14,0.0744,15.61,2,0,1.06,10.103,1.443,0.0,74.0,Excellent
544,South West,1.3152,18000,13686.4,13,0.0383,2.91,7,1,5.24,7.222,3.889,5.556,66.66,Good
545,South,0.5184,6558,12651.0,6,0.0261,5.04,1,0,1.37,9.149,1.525,0.0,58.96,Good
546,East,1.5576,20209,12974.1,18,0.0976,6.26,7,3,8.0,8.907,3.464,14.845,77.11,Excellent
547,South,0.1187,1000,8425.3,2,0.013,10.98,0,0,0.54,20.0,0.0,0.0,59.34,Good
548,East,0.244,4318,17698.7,1,0.0038,1.55,1,0,0.81,2.316,2.316,0.0,32.78,Needs Improvement
549,East,0.5871,20113,34259.2,28,0.1842,31.37,5,0,3.36,13.921,2.486,0.0,81.26,Excellent
550,South,1.0774,18085,16785.9,13,0.0783,7.27,4,1,4.59,7.188,2.212,5.529,68.9,Good
551,South West,0.6064,4597,7580.3,3,0.0084,1.39,1,0,3.86,6.526,2.175,0.0,43.77,Needs Improvement
552,North West,0.597,5368,8991.0,2,0.0075,1.25,2,0,4.55,3.726,3.726,0.0,37.46,Needs Improvement
553,North East,0.5878,5405,9195.8,2,0.0081,1.38,2,0,1.58,3.7,3.7,0.0,37.66,Needs Improvement
554,North West,0.2196,5702,25969.7,5,0.0298,13.57,1,0,0.85,8.769,1.754,0.0,70.16,Excellent
555,West,1.2668,20731,16365.3,14,0.0749,5.91,10,0,5.65,6.753,4.824,0.0,59.4,Good
556,West,0.4198,7253,17278.2,11,0.0289,6.89,3,1,1.73,15.166,4.136,13.787,83.61,Excellent
557,South,1.2157,18746,15419.5,16,0.0402,3.31,5,0,9.22,8.535,2.667,0.0,61.62,Good
558,Central,0.6061,5201,8580.9,7,0.0324,5.34,0,0,3.31,13.459,0.0,0.0,52.4,Good
559,New Delhi,1.2002,11014,9176.5,6,0.0168,1.4,3,0,5.6,5.448,2.724,0.0,43.27,Needs Improvement
560,West,0.7769,13655,17575.8,10,0.0318,4.09,3,0,5.19,7.323,2.197,0.0,55.39,Good
561,North West,0.5931,8218,13855.8,6,0.0224,3.77,4,0,3.91,7.301,4.867,0.0,58.15,Good
562,North West,0.7243,4610,6365.2,8,0.0487,6.72,2,0,5.52,17.354,4.338,0.0,67.64,Good
563,North,0.2613,4789,18329.0,7,0.0415,15.9,2,0,1.63,14.617,4.176,0.0,84.87,Excellent
564,South,0.6346,14971,23591.1,11,0.0498,7.85,3,0,3.28,7.348,2.004,0.0,59.22,Good
565,North West,1.7705,23761,13420.7,23,0.149,8.42,6,0,10.92,9.68,2.525,0.0,70.81,Excellent
566,South,1.3862,16352,11796.6,14,0.0788,5.69,1,2,2.79,8.562,0.612,12.231,62.28,Good
567,North,0.3502,8094,23115.7,5,0.0264,7.53,4,0,2.76,6.177,4.942,0.0,59.13,Good
568,South,0.8564,10601,12377.9,13,0.0809,9.45,5,1,1.74,12.263,4.717,9.433,85.06,Excellent
569,Central,0.7338,7683,10470.9,10,0.0261,3.56,1,0,5.24,13.016,1.302,0.0,57.94,Good
570,South West,1.0325,7469,7234.2,6,0.0263,2.55,1,0,5.5,8.033,1.339,0.0,46.83,Needs Improvement
571,New Delhi,0.6691,7358,10997.5,4,0.0115,1.72,1,0,3.1,5.436,1.359,0.0,38.02,Needs Improvement
572,West,0.5496,15526,28247.2,14,0.0502,9.14,3,2,3.95,9.017,1.932,12.882,74.99,Excellent
573,North East,1.405,29957,21322.4,22,0.1324,9.43,9,0,11.06,7.344,3.004,0.0,66.16,Good
574,North,0.72,10109,14040.7,14,0.0435,6.05,1,0,1.67,13.849,0.989,0.0,61.86,Good
575,South West,1.343,17935,13354.5,13,0.0477,3.55,6,0,10.17,7.248,3.345,0.0,57.34,Good
576,North West,1.1346,22564,19887.6,22,0.056,4.93,6,4,2.58,9.75,2.659,17.727,78.46,Excellent
577,South,0.5204,7257,13943.8,12,0.0643,12.36,2,0,2.17,16.536,2.756,0.0,78.53,Excellent
578,South,0.572,4618,8073.1,3,0.0139,2.44,1,0,1.66,6.496,2.165,0.0,45.24,Needs Improvement
579,South,2.0128,28545,14181.8,20,0.0996,4.95,6,0,9.2,7.006,2.102,0.0,54.17,Good
580,East,0.7093,10185,14359.3,12,0.0469,6.61,2,0,1.98,11.782,1.964,0.0,67.65,Good
581,South,0.4011,5397,13455.6,7,0.0272,6.79,1,0,2.29,12.97,1.853,0.0,66.72,Good
582,South,0.3078,4566,14835.7,4,0.012,3.88,2,0,1.82,8.76,4.38,0.0,64.79,Good
583,North,1.1344,11509,10145.4,7,0.0439,3.87,2,0,5.21,6.082,1.738,0.0,44.62,Needs Improvement
584,East,0.6961,9915,14242.7,10,0.0301,4.32,3,0,4.71,10.086,3.026,0.0,69.89,Good
585,North West,0.3931,2771,7048.7,3,0.0182,4.62,1,0,1.59,10.826,3.609,0.0,65.48,Good
586,West,0.9478,8779,9262.6,9,0.0515,5.43,2,0,3.26,10.252,2.278,0.0,64.35,Good
587,South,0.6959,8450,12142.3,4,0.0188,2.71,2,0,3.97,4.734,2.367,0.0,42.25,Needs Improvement
588,Central,0.2335,3977,17033.6,3,0.0168,7.18,0,0,1.04,7.543,0.0,0.0,49.15,Needs Improvement
589,Central,0.9002,10698,11884.3,10,0.0639,7.1,3,1,5.27,9.348,2.804,9.348,78.21,Excellent
590,North,1.4071,22462,15963.2,11,0.052,3.69,5,0,7.76,4.897,2.226,0.0,45.33,Needs Improvement
591,North,2.9374,59195,20152.0,51,0.1338,4.55,16,2,12.84,8.616,2.703,3.379,73.67,Excellent
592,West,0.6457,22757,35244.4,18,0.1086,16.83,2,0,3.46,7.91,0.879,0.0,60.24,Good
593,North West,0.727,8655,11904.6,9,0.0592,8.15,3,1,5.63,10.399,3.466,11.554,83.12,Excellent
594,East,1.658,17155,10347.1,12,0.074,4.46,3,0,8.36,6.995,1.749,0.0,49.2,Needs Improvement
595,New Delhi,0.6997,9511,13593.5,5,0.017,2.43,4,0,1.56,5.257,4.206,0.0,48.13,Needs Improvement
596,South,0.7459,10809,14491.3,8,0.0446,5.98,0,0,3.62,7.401,0.0,0.0,46.74,Needs Improvement
597,South,0.4331,7213,16653.7,5,0.0238,5.49,2,0,1.82,6.932,2.773,0.0,58.46,Good
598,South West,0.2739,5074,18525.1,6,0.0379,13.82,2,0,1.72,11.825,3.942,0.0,82.28,Excellent
599,East,1.0933,13072,11956.0,8,0.0198,1.81,3,1,6.01,6.12,2.295,7.65,56.19,Good
600,Central,0.2945,5272,17902.2,5,0.0273,9.28,1,0,1.02,9.484,1.897,0.0,69.02,Good
601,South,1.2536,17340,13832.2,16,0.0902,7.19,9,0,6.92,9.227,5.19,0.0,70.12,Excellent
602,North,0.3941,8618,21870.2,11,0.0517,13.12,3,0,2.95,12.764,3.481,0.0,81.4,Excellent
603,West,0.7414,8877,11973.5,6,0.031,4.18,1,0,1.93,6.759,1.127,0.0,45.88,Needs Improvement
604,North West,0.5057,7160,14157.5,3,0.0093,1.84,2,0,1.91,4.19,2.793,0.0,42.46,Needs Improvement
605,Central,1.2794,19081,14914.1,19,0.1178,9.21,7,0,8.88,9.958,3.669,0.0,76.29,Excellent
606,West,0.7574,15948,21056.3,17,0.0696,9.19,3,0,2.69,10.66,1.881,0.0,70.89,Excellent
607,Central,2.0484,27376,13364.3,26,0.1039,5.07,10,0,8.39,9.497,3.653,0.0,68.24,Good
608,North West,0.33,2918,8841.7,2,0.0073,2.21,1,0,1.11,6.854,3.427,0.0,51.07,Good
609,Central,0.8105,5506,6793.0,4,0.0102,1.26,2,0,3.84,7.265,3.632,0.0,50.16,Good
610,South,0.6505,13169,20243.5,11,0.0549,8.44,3,0,1.49,8.353,2.278,0.0,65.35,Good
611,Central,0.748,12935,17293.7,9,0.0361,4.83,4,0,1.84,6.958,3.092,0.0,58.87,Good
612,North,1.6474,42871,26023.9,28,0.1556,9.44,10,1,10.71,6.531,2.333,2.333,66.69,Good
613,North West,0.8984,12478,13889.7,6,0.0188,2.09,1,0,5.8,4.808,0.801,0.0,35.12,Needs Improvement
614,Central,0.3176,4401,13856.0,2,0.0122,3.85,1,1,2.11,4.544,2.272,22.722,53.59,Good
615,East,0.8709,12524,14381.1,19,0.0673,7.72,3,0,2.5,15.171,2.395,0.0,71.22,Excellent
616,North East,0.4928,5323,10802.6,4,0.0181,3.67,2,0,1.1,7.515,3.757,0.0,56.85,Good
617,East,0.476,4808,10101.3,4,0.0244,5.14,0,0,2.95,8.319,0.0,0.0,46.43,Needs Improvement
618,South West,1.1843,18892,15952.2,12,0.0751,6.34,6,1,3.22,6.352,3.176,5.293,68.33,Good
619,New Delhi,0.4405,9457,21467.4,4,0.0101,2.29,1,0,2.51,4.23,1.057,0.0,35.07,Needs Improvement
620,South,0.5035,8581,17043.4,7,0.0242,4.8,4,0,3.82,8.158,4.661,0.0,63.63,Good
621,Central,0.6447,7120,11043.5,8,0.0427,6.62,2,0,4.83,11.236,2.809,0.0,69.68,Good
622,Central,1.1155,17697,15864.1,16,0.0551,4.94,6,0,5.41,9.041,3.39,0.0,67.34,Good
623,South,0.8964,12876,14364.9,13,0.0557,6.22,5,0,5.44,10.096,3.883,0.0,72.35,Excellent
624,South,0.5493,5870,10685.4,3,0.017,3.09,1,0,2.62,5.111,1.704,0.0,39.95,Needs Improvement
625,North West,0.537,4408,8207.9,4,0.0168,3.12,2,0,1.93,9.074,4.537,0.0,60.67,Good
626,West,0.3152,3026,9599.3,3,0.0138,4.38,1,0,2.34,9.914,3.305,0.0,66.53,Good
627,West,0.4008,8655,21593.9,3,0.0069,1.72,1,0,0.89,3.466,1.155,0.0,31.8,Needs Improvement
628,Central,0.427,6326,14815.5,5,0.0231,5.4,4,0,1.26,7.904,6.323,0.0,63.25,Good
629,East,0.5781,6065,10490.6,7,0.0385,6.66,1,0,2.11,11.542,1.649,0.0,63.56,Good
630,Central,2.0827,28747,13802.5,26,0.1658,7.96,10,2,11.27,9.044,3.479,6.957,80.33,Excellent
631,North East,0.4216,7206,17091.3,7,0.0301,7.13,4,0,2.23,9.714,5.551,0.0,72.77,Excellent
632,South,0.5295,5710,10784.3,7,0.0234,4.41,3,0,3.51,12.259,5.254,0.0,67.7,Good
633,West,0.1846,1819,9856.2,3,0.0192,10.4,1,0,1.23,16.493,5.498,0.0,74.58,Excellent
634,East,0.9066,5963,6577.2,2,0.012,1.33,3,0,1.87,3.354,5.031,0.0,34.46,Needs Improvement
635,East,0.2454,5077,20688.2,2,0.0105,4.29,0,0,1.81,3.939,0.0,0.0,31.12,Needs Improvement
636,North East,0.367,6215,16933.5,6,0.0274,7.48,4,0,1.59,9.654,6.436,0.0,72.97,Excellent
637,North West,1.1818,20677,17496.4,18,0.0827,7.0,3,1,8.75,8.705,1.451,4.836,70.83,Excellent
638,East,0.1788,2997,16759.1,2,0.012,6.73,1,0,0.45,6.673,3.337,0.0,60.11,Good
639,North West,0.6698,3984,5948.3,3,0.0068,1.01,1,0,4.01,7.53,2.51,0.0,47.9,Needs Improvement
640,East,1.0224,14300,13986.3,12,0.078,7.63,4,0,3.19,8.392,2.797,0.0,66.41,Good
641,South West,1.5792,25308,16026.3,20,0.0636,4.03,1,0,9.8,7.903,0.395,0.0,48.62,Needs Improvement
642,South West,0.3641,5013,13769.6,4,0.0221,6.08,2,1,2.88,7.979,3.99,19.948,73.69,Excellent
643,West,0.4348,2272,5225.0,1,0.0065,1.5,0,0,1.28,4.401,0.0,0.0,22.96,Needs Improvement
644,North East,1.8669,23774,12734.4,20,0.1301,6.97,8,0,5.73,8.413,3.365,0.0,65.85,Good
645,South,0.6229,7522,12076.3,7,0.0435,6.98,4,0,1.53,9.306,5.318,0.0,69.0,Good
646,North East,0.4065,8240,20269.8,8,0.0494,12.15,1,0,2.72,9.709,1.214,0.0,70.09,Excellent
647,New Delhi,0.4111,5279,12840.5,2,0.0054,1.32,1,0,2.48,3.789,1.894,0.0,34.83,Needs Improvement
648,North East,0.3528,3835,10870.8,3,0.0135,3.82,1,0,1.61,7.823,2.608,0.0,56.35,Good
649,South,0.4857,5279,10869.0,3,0.0163,3.35,3,0,1.71,5.683,5.683,0.0,49.17,Needs Improvement
650,South,1.2148,21713,17874.1,18,0.0718,5.91,5,1,5.76,8.29,2.303,4.606,72.06,Excellent
651,West,1.0771,18869,17518.1,15,0.0559,5.19,3,1,7.63,7.95,1.59,5.3,66.23,Good
652,East,0.3126,3840,12285.4,2,0.0078,2.51,2,0,2.07,5.208,5.208,0.0,47.16,Needs Improvement
653,South West,0.7192,8207,11411.4,8,0.0227,3.16,2,0,4.18,9.748,2.437,0.0,62.73,Good
654,South West,0.4967,2647,5328.6,4,0.0209,4.2,0,0,2.49,15.111,0.0,0.0,48.81,Needs Improvement
655,South,1.0112,5981,5915.0,7,0.0395,3.91,4,0,4.76,11.704,6.688,0.0,63.83,Good
656,North East,0.5757,5517,9583.3,2,0.0065,1.12,3,0,3.85,3.625,5.438,0.0,37.3,Needs Improvement
657,North East,0.7902,9986,12637.2,5,0.0114,1.44,2,0,3.12,5.007,2.003,0.0,40.27,Needs Improvement
658,South,0.5749,5608,9754.5,6,0.0356,6.19,1,0,2.0,10.699,1.783,0.0,63.15,Good
659,North East,0.1702,1243,7302.0,2,0.0084,4.95,1,0,0.87,16.09,8.045,0.0,66.06,Good
660,South West,0.6504,8579,13190.4,8,0.0404,6.22,2,0,1.68,9.325,2.331,0.0,65.52,Good
661,North West,0.2948,3912,13269.5,5,0.0122,4.12,1,0,0.61,12.781,2.556,0.0,66.78,Good
662,North East,0.99,22372,22599.0,13,0.0669,6.75,5,1,7.15,5.811,2.235,4.47,62.86,Good
663,North,0.4205,4876,11595.3,2,0.0048,1.13,3,1,1.81,4.102,6.153,20.509,50.55,Good
664,North,0.4398,5360,12186.7,8,0.0339,7.72,1,0,1.5,14.925,1.866,0.0,67.1,Good
665,North West,0.6289,6319,10047.0,5,0.0307,4.88,1,0,4.8,7.913,1.583,0.0,52.36,Good
666,South,0.8943,33922,37930.7,27,0.1206,13.48,11,0,4.31,7.959,3.243,0.0,65.07,Good
667,South,0.5711,9893,17323.2,7,0.0276,4.83,1,0,2.94,7.076,1.011,0.0,49.39,Needs Improvement
668,South West,1.6937,16278,9610.7,15,0.0516,3.05,7,0,7.96,9.215,4.3,0.0,62.08,Good
669,West,1.7005,10351,6087.1,7,0.023,1.35,1,1,9.78,6.763,0.966,9.661,47.63,Needs Improvement
670,West,1.7699,14148,7993.8,10,0.0445,2.51,3,0,11.98,7.068,2.12,0.0,47.35,Needs Improvement
671,North East,0.5494,5091,9266.8,5,0.0312,5.68,1,1,2.54,9.821,1.964,19.643,72.38,Excellent
672,East,0.2599,2017,7761.4,2,0.0104,4.02,1,0,1.73,9.916,4.958,0.0,64.86,Good
673,Central,1.3148,16784,12765.6,11,0.025,1.9,7,1,8.12,6.554,4.171,5.958,62.1,Good
674,North,0.4925,4389,8911.0,2,0.0081,1.65,2,0,1.08,4.557,4.557,0.0,41.23,Needs Improvement
675,North West,0.647,4557,7043.7,3,0.0106,1.63,0,0,4.93,6.583,0.0,0.0,33.07,Needs Improvement
676,New Delhi,0.9218,15925,17275.2,15,0.0692,7.51,5,0,3.28,9.419,3.14,0.0,72.07,Excellent
677,East,0.2415,1745,7226.8,3,0.0097,4.02,1,0,1.47,17.192,5.731,0.0,64.84,Good
678,Central,1.6805,8101,4820.6,4,0.0183,1.09,4,0,11.39,4.938,4.938,0.0,39.32,Needs Improvement
679,North East,1.0689,20814,19472.9,17,0.1026,9.6,6,0,8.29,8.168,2.883,0.0,69.08,Good
680,West,0.7811,21400,27396.1,25,0.1284,16.43,7,1,3.4,11.682,3.271,4.673,93.95,Excellent
681,East,1.0792,14681,13604.2,11,0.0575,5.33,5,0,2.93,7.493,3.406,0.0,60.7,Good
682,East,0.8832,15558,17615.5,17,0.0548,6.21,4,1,4.09,10.927,2.571,6.428,80.61,Excellent
683,West,0.6782,11876,17510.4,8,0.038,5.6,1,0,5.17,6.736,0.842,0.0,48.15,Needs Improvement
684,West,0.5257,18052,34339.5,22,0.0822,15.63,2,1,1.81,12.187,1.108,5.54,78.85,Excellent
685,North,0.4058,3655,9006.6,3,0.0123,3.03,1,0,1.67,8.208,2.736,0.0,56.3,Good
686,West,0.7512,8385,11161.7,9,0.0518,6.89,3,1,1.76,10.733,3.578,11.926,81.06,Excellent
687,South West,0.7853,8819,11229.7,10,0.0329,4.18,2,0,1.97,11.339,2.268,0.0,64.06,Good
688,South,1.2111,16567,13679.1,12,0.0432,3.57,2,0,3.49,7.243,1.207,0.0,48.59,Needs Improvement
689,North,0.7132,8787,12320.3,3,0.0114,1.6,1,0,3.25,3.414,1.138,0.0,29.55,Needs Improvement
690,South,0.379,4908,12950.9,3,0.0111,2.93,1,1,1.18,6.112,2.037,20.375,56.93,Good
691,North,0.2456,3480,14170.3,5,0.0237,9.65,1,0,1.67,14.368,2.874,0.0,75.87,Excellent
692,West,0.5857,17297,29531.1,9,0.0426,7.28,3,0,3.61,5.203,1.734,0.0,45.56,Needs Improvement
693,North West,0.622,9290,14936.2,3,0.0161,2.58,1,0,2.47,3.229,1.076,0.0,31.49,Needs Improvement
694,West,0.5962,11120,18652.4,14,0.068,11.41,3,0,2.21,12.59,2.698,0.0,77.75,Excellent
695,West,0.2524,4413,17483.1,6,0.0284,11.25,1,0,0.53,13.596,2.266,0.0,75.4,Excellent
696,North,1.2048,18599,15437.6,22,0.1228,10.2,8,2,7.34,11.829,4.301,10.753,87.75,Excellent
697,West,1.2035,14481,12032.8,18,0.0446,3.71,1,1,7.3,12.43,0.691,6.906,66.11,Good
698,Central,0.3858,7126,18469.0,11,0.066,17.1,2,0,1.62,15.436,2.807,0.0,85.41,Excellent
699,Central,1.0255,6815,6645.3,7,0.0355,3.46,1,0,2.8,10.271,1.467,0.0,56.09,Good
700,North East,1.12,27757,24783.1,18,0.0866,7.73,5,0,4.05,6.485,1.801,0.0,54.61,Good
701,South,0.6471,11312,17482.0,5,0.0296,4.58,1,0,1.51,4.42,0.884,0.0,37.82,Needs Improvement
702,West,0.3579,4987,13933.7,5,0.0327,9.15,1,0,2.02,10.026,2.005,0.0,70.75,Excellent
703,South,1.6647,22172,13318.8,19,0.074,4.44,9,0,5.03,8.569,4.059,0.0,63.71,Good
704,North,0.7947,11616,14617.3,10,0.0512,6.44,5,0,5.94,8.609,4.304,0.0,67.23,Good
705,West,0.5439,10081,18534.8,5,0.0326,6.0,4,1,1.94,4.96,3.968,9.92,62.34,Good
706,South West,1.0053,16195,16108.9,10,0.0259,2.57,5,2,5.99,6.175,3.087,12.349,62.91,Good
707,South,1.6736,38680,23112.5,30,0.1745,10.42,9,0,13.29,7.756,2.327,0.0,65.69,Good
708,New Delhi,0.4692,12472,26579.9,13,0.0376,8.02,5,0,1.25,10.423,4.009,0.0,73.97,Excellent
709,Central,0.9574,19852,20735.0,14,0.0309,3.23,5,2,2.02,7.052,2.519,10.075,64.84,Good
710,South West,2.029,14956,7371.3,9,0.0394,1.94,6,1,9.75,6.018,4.012,6.686,56.41,Good
711,South West,0.3236,3516,10866.0,4,0.0232,7.18,1,1,1.52,11.377,2.844,28.441,80.44,Excellent
712,North West,0.4548,8999,19787.3,5,0.0273,6.0,1,1,3.19,5.556,1.111,11.112,55.28,Good
713,North West,0.4417,13863,31384.4,11,0.0508,11.5,3,0,1.5,7.935,2.164,0.0,62.68,Good
714,North East,0.575,6086,10584.2,8,0.0355,6.18,2,1,2.39,13.145,3.286,16.431,79.78,Excellent
715,Central,0.5575,9486,17016.4,9,0.0559,10.02,3,0,3.61,9.488,3.163,0.0,75.48,Excellent
716,West,0.7574,16568,21875.6,13,0.0587,7.75,6,0,5.53,7.846,3.621,0.0,66.07,Good
717,New Delhi,0.3865,5398,13966.0,4,0.02,5.18,1,0,2.46,7.41,1.853,0.0,54.68,Good
718,East,0.4352,3578,8221.7,4,0.0262,6.01,1,0,1.78,11.179,2.795,0.0,66.97,Good
719,South West,0.7576,22170,29263.5,22,0.1155,15.25,8,1,2.54,9.923,3.608,4.511,90.91,Excellent
720,East,0.6939,6563,9458.1,6,0.0224,3.22,2,0,4.86,9.142,3.047,0.0,61.9,Good
721,South,1.0683,10636,9956.0,9,0.0449,4.2,4,1,2.8,8.462,3.761,9.402,70.74,Excellent
722,North,0.8083,12047,14903.2,12,0.0754,9.33,5,0,2.03,9.961,4.15,0.0,76.45,Excellent
723,Central,1.0047,13750,13685.1,11,0.0635,6.32,2,0,4.53,8.0,1.455,0.0,56.3,Good
724,West,0.3185,2954,9274.8,3,0.0189,5.92,1,0,0.95,10.156,3.385,0.0,68.59,Good
725,West,0.5024,13148,26172.1,14,0.0517,10.29,2,1,3.68,10.648,1.521,7.606,79.69,Excellent
726,South,1.9168,31600,16485.9,29,0.1538,8.02,16,0,9.47,9.177,5.063,0.0,71.74,Excellent
727,South West,0.8,15383,19228.4,14,0.0912,11.39,2,0,3.59,9.101,1.3,0.0,67.15,Good
728,South West,0.9901,13026,13156.1,6,0.0167,1.69,3,0,3.49,4.606,2.303,0.0,40.82,Needs Improvement
