id,@id,addr:block,addr:city,addr:city:ur,addr:country,addr:district,addr:floor,addr:full,addr:housename,addr:housenumber,addr:locality,addr:neighbourhood,addr:place,addr:postcode,addr:state,addr:street,addr:subdistrict,addr:suburb,alt_name,alt_name_1,amenity,baby_feeding,barrier,beds,branch,brand,brand:wikidata,building,building:colour,building:levels,check_date,contact:email,contact:nodal_officer_email,contact:nodal_officer_mobile,contact:phone,contact:website,description,designation,email,emergency,fax,gnis:feature_id,healthcare,healthcare:speciality,highway,image,internet_access,internet_access:fee,is_in,kids_area,landuse,level,loc_name,mobile,name,name:en,name:etymology:wikidata,name:hi,name:ur,network,nohousenumber,note,old_name,opening_hours,operator,operator:short,operator:type,operator:ur,operator:wikidata,phone,roof:shape,shop,short_name,source,start_date,type,url,website,wheelchair,wikidata,wikipedia,@geometry,geometry
node/3067834623,node/3067834623,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,Somdatt Medical,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (77.276622 28.6293605)
node/3265210135,node/3265210135,,New Delhi,نئی دہلی,,,1,,,111,,,,110018,,Guru Virjanand Marg,,,,,hospital,,,,,,,,,,,,,,,,,,,yes,,,hospital,,,,,,,,,,,,Krypton Global Health,,,,کرپٹن گلوبل ہیلتھ,,,,,,Krypton Global Health,,,کرپٹن گلوبل ہیلتھ,,,,,,,,,,,,,,,POINT (77.0732307 28.638646)
node/3947460096,node/3947460096,,New Delhi,,,,,,,15,,,,201301,,Qutab Road,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Surbhi hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (77.2164415 28.6491348)
node/3954631321,node/3954631321,,Noida,,,,,,,12,,,,201301,,Sector 22,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tamish,,,,,,,,,,abc,,,,,,,,,,,,,,,,,,POINT (77.1045409 28.699593)
node/4234968791,node/4234968791,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,chandiwalahospital@gmail.com,,,+91-11-4902-0242;+91-11-4902-0243;+91-11-4902-0244;+91-11-4902-0228,,,,,,,,,,,,,,,,,,,,Chandiwala Institute of Eye,,,,,,,,,,Shri Banarasidas Chandiwala Sewa Smarak Trust Society,,,,,,,,,,,,,,,,,,POINT (77.2659895 28.544205)
node/4328150391,node/4328150391,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pushpawati Singhania Hospital and Research Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (77.2254277 28.53312)
node/4475061192,node/4475061192,,,,,North West,,"3,Sainik Vihar, Pitam Pura",,,,,,110034,Delhi,,,,,,hospital,,,,,,,,,,,,,,,,<100 Bedded Hospital,,,,,,,,,,,,,,,,,,Savera Hospital,Savera Hospital,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.1222079 28.6884962)
node/4481183892,node/4481183892,,,,,,,,,,,,,,,Cinema Road,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gamca,,,Gamca,,,,,,,,,,,,,,,,,,,,,,,,,POINT (77.2369366 28.5703187)
node/4511567590,node/4511567590,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asha kiran mental hospital,Asha kiran mental hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (77.0958863 28.7028126)
node/4574632989,node/4574632989,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,bus_stop,,,,,,,,,,,,,,,,,,,,,,,,,,,wine,,,,,,,,,,,POINT (77.1387433 28.6438892)
node/4739903522,node/4739903522,,,,,,,,,,,,,110092,,Vikas Marg,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,Sharp Sight Center,Sharp Sight Center,,शार्प साईट सेंटर,,,,,,,,,,,,,,,,,,,,,,,,,POINT (77.2934473 28.6403964)
node/4859968811,node/4859968811,,Mahavir Enclave,,,,,,,,,,,110045,,Dabri Road,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bhagat Chandra Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (77.0816478 28.5934549)
node/4927143358,node/4927143358,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,Adiva Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (77.2064208 28.5583994)
node/5121928126,node/5121928126,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,Guru Harkishan Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (77.2641583 28.5821004)
node/5246751221,node/5246751221,,,,,Central,,"7-B, Pusa Road, Karol Bagh",,,,,,110060,Delhi,,,,,,hospital,,,,,,,,,,,,,,1145099999,,<100 Bedded Hospital,,,,,,hospital,,,,,,,,,,,,Sir Ganga Ram Kolmet Hospital,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.187296 28.643492)
node/5253691568,node/5253691568,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,Cygnus Orthocare Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (77.1973263 28.5460823)
node/5258048044,node/5258048044,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rosewalk - Premium Birthing, Feminine care",,,,,,,,,,Rainbow Hospital,,,,,,,,,,,,,,,,,,POINT (77.2118358 28.5436294)
node/5276893421,node/5276893421,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apollo Spectra Hospitals,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (77.2412436 28.5555937)
node/5277289181,node/5277289181,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,Max Multi Speciality Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (77.214298 28.5434575)
node/5331323944,node/5331323944,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Balhara's Le Cure Hospital,,,,,,,,,,,,,,,+91-011-3232-9996;+91-93109-40099,,,,,,,,,,,,,POINT (77.2014454 28.5097683)
node/5369815822,node/5369815822,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mangalam Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (77.2966806 28.6228832)
node/5372989287,node/5372989287,,,,,,,,,B-16,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,Diabetes and allied disorders,,,,,,,,,,,,,,,,,,Fortis C-DOC Hospital,,,,,,,,,24/7,,,,,,,,,,,,,,,,,,,POINT (77.2494873 28.5469888)
node/5534273697,node/5534273697,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tirath Ram Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (77.3178057 28.666922)
node/5544380960,node/5544380960,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,ophthalmology,,,,,,,,,,,Doctor Rajendra Prasad Centre for Opthalmic Sciences,,Q197736,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (77.2088857 28.5667966)
node/5595955621,node/5595955621,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Safdarjung H back gate,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (77.207556 28.5663672)
node/5663496120,node/5663496120,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESIC Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (77.2815719 28.5143778)
node/5758573849,node/5758573849,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,City Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (77.1912841 28.6439995)
node/5799040150,node/5799040150,,,,,,,,,Khasra Number 242,,,Saidulajaib,110030,,,Mehrauli,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rural Medical Centre,,,,,,,,,,,,,,,+91-11-2953-4031;+91-11-2953-6833,,,,,,,,,,,,,POINT (77.1965361 28.5158966)
node/6012565041,node/6012565041,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,Institute of Brain and Spine,,,,,,,,,,,,,,,,,,IBS,,,,,,,,,,POINT (77.2442543 28.5656044)
node/6075069485,node/6075069485,,,,,,,,,,,,,110034,,Maharishi Parshuram Marg,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saral Diagnostics,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (77.1287968 28.6944136)
node/6134780515,node/6134780515,,Delhi,,,,,,,8,,,,110049,,Siri Fort Road,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sama Hospital,,,,,,,"Founded in 1982, We're home to the best physicians and surgeons in Delhi",,,,,,,,,,,,,,,,,,,,,POINT (77.2270262 28.5544846)
node/6243446986,node/6243446986,,,,,,,,,,,,,1243,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,covid19,,,,,,,,,,,Apollo,Apollo hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (77.2829628 28.5403869)
node/6257609191,node/6257609191,,,,,South,,"NITRD, Sri Aurobindo Marg, Near Qutub minar",,,,,,110030,Delhi,,,,,,hospital,,,,,,,,,,,,,,1.13E+42,,>500 Bedded Hospital,,,,,,hospital,,,,,,,,,,,,National Institute of TB and Respiratory Diseases,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.1900425 28.529118)
node/6385672562,node/6385672562,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,Narang Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (77.0980297 28.6460854)
node/6411571309,node/6411571309,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,Manchanda Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (77.1836992 28.4943675)
node/6465991440,node/6465991440,,Paschim Vihar,,,,,,,A1/10 Ground floor,,,,110063,,Rohtak Road,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,Paschim Vihar West,,,पश्चिम विहार पश्चिम,,DMRC,,,,,Delhi Metro Rail Corporation,,,,,,,,,,,,,,,Q7141809,en:Paschim Vihar West metro station,,POINT (77.0997686 28.67852)
node/6466294311,node/6466294311,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,World Brain Center Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (77.0886731 28.6121754)
node/6475002025,node/6475002025,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,Max Medcentre,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (77.2399229 28.5645418)
node/6490310065,node/6490310065,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,Mehta Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (77.2312921 28.523344)
node/6507350887,node/6507350887,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (77.1940384 28.6581566)
node/6771396260,node/6771396260,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,Diyos,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (77.1946519 28.5660178)
node/6779419616,node/6779419616,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,Aakash Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (77.2148651 28.5350359)
node/6991430266,node/6991430266,,,,,Faridabad,,"A - 1772, Green Field Colony",,,,,,121003,Haryana,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saras Hospital,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.3124513 28.4871984)
node/6993927573,node/6993927573,,,,,Faridabad,,"Ic- Dt 1/1 A- Plot No- 14-15-16, Bata Hardware Road",,,,,,121001,Haryana,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sunrise Hospital, Faridabad",,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.2660263 28.5769233)
node/7009267020,node/7009267020,,,,,Jhajjar,,"Near I.T.I Road, Chhara Mor, Bahadurgarh",,,,,,124507,Haryana,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mata Sumitra Devi Hospital,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.0239288 28.5779214)
node/7099811528,node/7099811528,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,Metro Hospital and Heart Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (77.2437868 28.5647231)
node/7130306819,node/7130306819,,,,,,,,,,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,yes,,,hospital,,,,,,,,,,,,AIIMS Emergency,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (77.2096335 28.567441)
node/7138493125,node/7138493125,,,,,South West,,"Part-1, Sainik Enclave, 243-244, Main Surakhpur Road, Jharoda Kalan",,,,,,110072,Delhi,,,,,,hospital,,,,,,,,,,,,,,25315363,,100-500 Bedded Hospital,,,,,,,,,,,,,,,,,,CRPF Composite Hospital,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (76.9572897 28.6390663)
node/7138493132,node/7138493132,,,,,New Delhi,,"Near Park, Inderpuri",,,,,,110012,Delhi,,,,,,hospital,,,,,,,,,,,,,,,,<100 Bedded Hospital,,,,,,,,,,,,,,,,,,DR GROVERS NURSING HOME,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.1469129 28.6284133)
node/7138493140,node/7138493140,,,,,Central,,"Mahatma Gandhi Road, Railway Colony,Civil Lines, North Delhi",,,,,,110054,Delhi,,,,,,hospital,,,,,,,,,,,,,,1123983011,,,,,,,,,,,,,,,,,,,,Sushruta Trauma Centre,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.2283852 28.6797783)
node/7138493141,node/7138493141,,,,,South West,,"A-132, Palam Extension, Sector-7",,,,,,110075,Delhi,,,,,,hospital,,,,,,,,,,,,,,25075530,,<100 Bedded Hospital,,,,,,,,,,,,,,,,,,Bharti Nursingh Home,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.0702439 28.5874217)
node/7138493147,node/7138493147,,,,,New Delhi,,"Nanakpura, Near Nanakpura Gurudwara, South Motibagh",,,,,,110021,Delhi,,,,,,hospital,,,,,,,,,,,,,,011-24105298,,<100 Bedded Hospital,,,,,,,,,,,,,,,,,,Dr B R Sur Homoeopathic Medical college and Hospital,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.1684265 28.5862718)
node/7138493151,node/7138493151,,,,,South West,,"RZ-B-28, Najafgarh, Gopal Nagar",,,,,,110043,Delhi,,,,,,hospital,,,,,,,,,,,,,,28012195,,<100 Bedded Hospital,,,,,,,,,,,,,,,,,,Orthoplus Hospital,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (76.976352 28.6139007)
node/7138493167,node/7138493167,,,,,New Delhi,,"Ring Road, Safdarjung West, Safdarjung Campus, Ansari Nagar East, Opposite Aiims Hospital",,,,,,110029,Delhi,,,,,,hospital,,,,,,,,,,,,,,011-26707282; 011-26265060,,>500 Bedded Hospital,,,,,,,,,,,,,,,,,,"Vardhman Mahavir Medical College (VMMC) & Safdarjung Hospital, New Delhi",,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.2064068 28.5685701)
node/7138493169,node/7138493169,,,,,New Delhi,,"Ring Road, Near Cghs Disprnsary, R.K.Puram, SECTOR-12",,,,,,110022,Delhi,,,,,,hospital,,,,,,,,,,,,,,011-26195636,,<100 Bedded Hospital,,,,,,,,,,,,,,,,,,Prem Chiktsa Kendra,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.1773627 28.5739982)
node/7138493179,node/7138493179,,,,,South West,,"RZ-10 A, Near Khera Mod, Najafgarh, Main Gopal Nagar",,,,,,110043,Delhi,,,,,,hospital,,,,,,,,,,,,,,66358310,,<100 Bedded Hospital,,,,,,,,,,,,,,,,,,Shree Dhanvantri Hospital,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (76.9756046 28.6121179)
node/7138493193,node/7138493193,,,,,New Delhi,,"C- 604, Connaught Circus, DIZ Area, Connaught Place, New Delhi",,,,,,110001,Delhi,,,,,,hospital,,,,,,,,,,,,,,011 2334 4147,,,,,,,,,,,,,,,,,,,,Kalawati Saran Children's Hospital,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.2110664 28.6357652)
node/7138493195,node/7138493195,,,,,New Delhi,,"Sport Injury complex, Safdarjung Hospital, Safdarjung, Ansari Nagar West",,,,,,110023,Delhi,,,,,,hospital,,,,,,,,,,,,,,011-26181908,,100 Bedded Hospital,,,,,,,,,,,,,,,,,,"Sports Injury Centre, Safdarjung Hospital (Part of SJH), New Delhi",,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.2054264 28.5681531)
node/7138493196,node/7138493196,,,,,Central,,"Bahadur Shah Zafar Marg, New Delhi",,,,,,110002,Delhi,,,,,,hospital,,,,,,,,,,,,,,1123239279,,,,,,,,hospital,,,,,,,,,,,,Maulana Azad Institute of Dental Sciences,,Q196617,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.236999 28.6371532)
node/7138493199,node/7138493199,,,,,South West,,"Divya Prastha Hospital, Opp.Bagh Wala School, Raj Nagar Part I, Main Road, Palam Colony",,,,,,110045,Delhi,,,,,,hospital,,,,,,,,,,,,,,2536 5960,,<100 Bedded Hospital,,,,,,,,,,,,,,,,,,Divya Prastha Hospital,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.0875445 28.5862424)
node/7138493201,node/7138493201,,,,,North West,,"Lawrence Road, Industrial Area, Shakurpur",,,,,,110003,Delhi,,,,,,hospital,,,,,,,,,,,,,,1127188342,,Civil Hospital/General Hospital,,,,,,,,,,,,,,,,,,Attar Sain Jain Hospital,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.1502237 28.6821792)
node/7138493204,node/7138493204,,,,,North,,"Narela Main Road, Sector A1, Narela, Delhi",,,,,,110040,Delhi,,,,,,hospital,,,,,,,,,,,,,,1127787304,,,,,,,,,,,,,,,,,,,,Satyawadi Raja Harish Chander Hospital,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.1032565 28.840596)
node/7138493205,node/7138493205,,,,,New Delhi,,"Main Road, North-West Moti-Bagh, Near Begumjadi Market",,,,,,110021,Delhi,,,,,,hospital,,,,,,,,,,,,,,011-24156218,,100-500 Bedded Hospital,,,,,,,,,,,,,,,,,,Charak Palika Hospital NDMC,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.1770243 28.5853147)
node/7138493206,node/7138493206,,,,,South West,,"Street Number 12, Sagar Pur, Vashist Park Sagar Pur",,,,,,110046,Delhi,,,,,,hospital,,,,,,,,,,,,,,28523683,,<100 Bedded Hospital,,,,,,,,,,,,,,,,,,Kesar Nursing Home Dabri,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.1008845 28.6089466)
node/7138493229,node/7138493229,,,,,Shahdara,,"Raja Ram Kohli Marg, Geeta Colony, Delhi",,,,,,110031,Delhi,,,,,,hospital,,,,,,,,,,,,,,1121210215,,,,,,,,,,,,,,,,,,,,Chacha Nehru Bal Chikitsalaya,,Q1047,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.268342 28.653163)
node/7138493234,node/7138493234,,,,,North,,"Bhavana Industrial Area, Pooth Khurd, Delhi",,,,,,110039,Delhi,,,,,,hospital,,,,,,,,,,,,,,1127761522,,,,,,,,,,,,,,,,,,,,Maharishi Valmiki Hospital,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.048597 28.775826)
node/7138493235,node/7138493235,,,,,South West,,"HAF-B, Sector-12, Dwarka, Phase-1",,,,,,110075,Delhi,,,,,,hospital,,,,,,,,,,,,,,4822 2222,,,,,,,,hospital,,,,,,,,,,,,Medeor Hospital,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.0457328 28.5964391)
node/7138493238,node/7138493238,,,,,South West,,"RZ-I-81A, Sagarpur",,,,,,110046,Delhi,,,,,,hospital,,,,,,,,,,,,,,25383171,,<100 Bedded Hospital,,,,,,,,,,,,,,,,,,Shakuntla Nursing Home Sagarpur,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.0952919 28.6081283)
node/7138493242,node/7138493242,,,,,South West,,"Furniture Market, Krishna Mandir Chowk, Near Krishna Mandir, Najafgarh, Chitra Colony",,,,,,110043,Delhi,,,,,,hospital,,,,,,,,,,,,,,25324692,,<100 Bedded Hospital,,,,,,,,,,,,,,,,,,Malik Maternity Home and Surgical Centre,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (76.982911 28.6154991)
node/7138493248,node/7138493248,,,,,West,,"R Block, Jwalapuri, New-Delhi, Camp No. 5",,,,,,110087,Delhi,,,,,,hospital,,,,,,,,,,,,,,25266491,,Maternity Home,,,,,,,,,,,,,,,,,,"Government Hospital, Jawalapuri",,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.080093 28.674566)
node/7138493258,node/7138493258,,,,,New Delhi,,"Basant Lane, Paharganj, Connaught Place",,,,,,110055,Delhi,,,,,,hospital,,,,,,,,,,,,,,011- 2334 4092,,100-500 Bedded Hospital,,,,,,hospital,,,,,,,,,,,,Central Hospital (Northern Railways),,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.2173905 28.6365867)
node/7138493264,node/7138493264,,,,,South West,,"C-40, Sadh Nagar, Palam Colony, Street No-9",,,,,,110045,Delhi,,,,,,hospital,,,,,,,,,,,,,,25055191,,<100 Bedded Hospital,,,,,,,,,,,,,,,,,,Singhal Hospital Palam Colony,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.0887312 28.5882997)
node/7138493273,node/7138493273,,,,,South West,,"1441 A, Ward No 1& 5, Opp Rhtc Najafgarh, Primary Health Centre, Najafgarh, Saini Mohalla",,,,,,110043,Delhi,,,,,,hospital,,,,,,,,,,,,,,2501 4099,,<100 Bedded Hospital,,,,,,,,,,,,,,,,,,Doctors Diagnostic Centre Najafgarh,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (76.9844782 28.6145619)
node/7138534287,node/7138534287,,,,,Central,,"C-604, Shaheed Bhagat Singh Road, Diz Area, Connaught Place, New Delhi",,,,,,110001,Delhi,,,,,,hospital,,,,,,,,,,,,serologyhailhmc@gmail.com,9868961269,1123363728,,,,,,,,hospital,,,,,,,,,,,,Lady Hardinge Medical College & Associated Hospitals,,Q4020403,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.212909 28.634138)
node/7138534296,node/7138534296,,,,,Central,,"MCW Center, 1st floor, Opposite Hamdard Dawa khana, Hauz Quzi, Lal Kuan",,3870,,,,110006,Delhi,Sarak Prem Narain,,,,,hospital,,,,,,,,,,2024-06-17,,,,+91 23272611,,M&CW Center,,,,,,birthing_centre,,,,,,,,,,,,Free Maternity & Child Welfare Centeri,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.2308534 28.6472649)
node/7138534301,node/7138534301,,,,,Central,,"12, Jharoda Majra, Part-II, Near Police Station",,,,,,110084,Delhi,,,,,,hospital,,,,,,,,,,,,,,011-27614600,,<100 Bedded Hospital,,,,,,,,,,,,,,,,,,Kaya Kalp Hospital,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.2100401 28.7305663)
node/7138534302,node/7138534302,,,,,Central,,"Motia Khan, Sadar Thana Road, Motia Khan, Nabi Karim Paharganj",,,,,,110055,Delhi,,,,,,hospital,,,,,,,,,,,,,,1123671231,,<100 Bedded Hospital,,,,,,,,,,,,,,,,,,Sunder Lal Jain Eye Hospital,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.2098206 28.6495013)
node/7138534304,node/7138534304,,,,,South,,"1061 /7, Dargah Street, Mehrauli, New Delhi",,,,,,110030,Delhi,,,,,,hospital,,,,,,,,,,,,,,011 2664 5113,,<100 Bedded Hospital,,,,,,,,,,,,,,,,,,Aman Medical Centre,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.1812935 28.5216502)
node/7138534309,node/7138534309,,,,,Shahdara,,"Bhisham Lal Sharma Marg, Anarkali Colony North, Krishna Nagar",,,,,,110051,Delhi,,,,,,hospital,,,,,,,,,,,,,,011-22547684,,<100 Bedded Hospital,,,,,,,,,,,,,,,,,,Navjeevan Nursing Home,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.2780809 28.653289)
node/7138534310,node/7138534310,,,,,Central,,"Kasturba Hospital Marg, Kasturba Marg, Near Jama Masjid, Daryaganj, Urdu Bazar, Daryaganj",,,,,,110006,Delhi,,,,,,hospital,,,,,,,,,,,,,,23275023,,>500 Bedded Hospital,,,,,,,,,,,,,,,,,,Kasturba Hospital,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,Q50517763,,,POINT (77.2359282 28.649831)
node/7138534315,node/7138534315,,,,,East,,"Mayur Medicare Center, Mayur Vihar Phase 1, 81,Partap Nagar",,,,,,110091,Delhi,,,,,,hospital,,,,,,,,,,,,,,,,<100 Bedded Hospital,,,,,,,,,,,,,,,,,,Mayur Medicare Center,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.2933797 28.6060579)
node/7138534316,node/7138534316,,,,,South,,"B-7 Ext./126A, Safdarjung Enclave, Arjun Nagar, New Delhi, Delhi 110029",,,,,,110029,Delhi,,,,,,hospital,,,,,,,,,,,,,,011 2619 4000,,<100 Bedded Hospital,,,,,,,,,,,,,,,,,,Sukhmani Hospital,,,,,,,,,,,,,,,,,,,OpenGovernmentData,,,,,,,,,POINT (77.2005001 28.5597233)
