id,@id,MCD ZONE,School ID,UDISE Code,UNIT_TYPE,Zone,addr:block,addr:block_number,addr:city,addr:city:ur,addr:country,addr:county,addr:district,addr:full,addr:hamlet,addr:housename,addr:housenumber,addr:neighbourhood,addr:place,addr:postcode,addr:state,addr:street,addr:subdistrict,addr:suburb,alt_name,amenity,barrier,branch,brand,brand:wikidata,building,building:colour,building:levels,check_date,contact:email,contact:instagram,contact:mobile,contact:phone,contact:website,country,created_by,denomination,description,designation,district,ele,email,fax,fee,female,fixme,full_name,gnis:feature_id,grades,image,internet_access,is_in,isced:level,landuse,layer,level,loc_name,min_age,mobile,name,name:en,name:etymology:wikidata,name:hi,name:ru,name:ur,nohousenumber,not:brand:wikidata,note,office,opening_hours,operator,operator:type,operator:wikidata,phone,phone_1,polling_station,ref,religion,roof:shape,school:gender,shift,shop,short_name,source,start_date,survey:date,tourism,type,wall,website,wheelchair,wikidata,@relations,wikimedia_commons,wikipedia,@geometry,geometry
way/782383623,way/782383623,,,,,,,,"Sector 2 Dwarka, Delhi",,,,,,,,Pocket 2,,,110075,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Government Co-Ed Senior Secondary School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.0690774 28.5994544)
way/782397140,way/782397140,,,,,,,,"Sector 6 Dwarka, New Delhi",,,,,,,,"Plot No. 3, Pocket 2",,,110075,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDH International School,,,,,,,,,,,MDH,private,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.0608826 28.5923128)
way/782404747,way/782404747,,,,,,,,"Sector 5 Dwarka, New Delhi",,,,,,,,,,,110075,,Sector 5 Road,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B.G.S. International Public School,,,,,,,,,,,Adi Chunchanagiri Shikshana Trust,religious,,,,,,hindu,,,,,,,,,,,,https://bgsips.net/,,,,,,center,POINT (77.0571076 28.5989804)
way/782404748,way/782404748,,,,,,,,"Sector 5 Dwarka, New Delhi",,,,,,,,,,,110075,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Great Mission Public School,,,,,,,,,,,Prabhas Educational and Welfare Society,private,,,,,,,,,,,,,,,,,,http://gmps.officialpage.info/,,,,,,center,POINT (77.0576953 28.5995748)
way/782588780,way/782588780,,,,,,,,"Sector 5 Dwarka, New Delhi",,,,,,,,,,,110075,,,,,,school,,,Kendriya Vidyalaya,Q1156653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kendriya Vidyalaya,,,,,,,,,,,Kendriya Vidyalaya Sangathan,government_non_profit,,,,,,none,,,,,,,,,,,,,,,,,,center,POINT (77.0537011 28.5963245)
way/783070191,way/783070191,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Delhi Public School International,,,,,,,,,,,,private,,,,,,,,,,,DPS International,,,,,,,,,,,,,center,POINT (77.2245027 28.5282725)
way/785020114,way/785020114,,,,,,,,,,,,,,,,,,,,,,,,,school,wall,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,public,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.292768 28.6232385)
way/786587593,way/786587593,,,,,,,,,,,,,,,,,,,,,,,,,school,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAM International School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.0392987 28.5904124)
way/789655296,way/789655296,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.0899182 28.5900115)
way/818074718,way/818074718,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SDMC Pratibha Vidyalaya (Kanya),,,,,,,,,,,,public,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.2138353 28.5368341)
way/818723424,way/818723424,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SDMC Primary School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.2307245 28.5242953)
way/819046416,way/819046416,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St Mary's School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.1908567 28.5640084)
way/819419206,way/819419206,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,thestudyinbox@gmail.com,,,,,,,,,,,0,,,,,3,+91 98103 74982,The Study School,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,https://thestudy.co.in/,designated,,,,,center,POINT (77.243657 28.557268)
way/819425226,way/819425226,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Birla Vidya Niketan,,,,,,,,,,,Sarla Birla Group of Schools,private,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.2301703 28.5266202)
way/821862034,way/821862034,,,,,,,,Delhi,,,,,,,,"Pocket B, East of Loni Road",,,110093,,Wazirabad Road,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Siddharth International Public School,,,,,,,,,,,,,,+91 011 22812078,,,,,,,,,,Local Resident,,,,,,http://www.bhartiinternational.com/,,,,,,center,POINT (77.2938683 28.7000273)
way/825370789,way/825370789,,,,,,,,,,,,,,,,,,,,,Hargobind Enclave,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guru Harkrishan Public School,,Q467662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.2994881 28.648738)
way/825393427,way/825393427,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St Josephs Academy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.3172102 28.661345)
way/831988816,way/831988816,,,,,,,,Delhi,,,,,,,,"Sector 8, Rohini",,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Delhi International School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.1093235 28.6996752)
way/842726921,way/842726921,,,,,,,,Lajpat Nagar,,,,,,,,,,,110065,,Mahatma Gandhi Marg/Ring Road,,,,school,wall,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GLT Saraswati Bal Mandir Senior Secondary School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.2528796 28.5688081)
way/851802581,way/851802581,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rukmani Devi Public School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.1382065 28.7041245)
way/851802582,way/851802582,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aadhar Shila Public School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.1372224 28.7034405)
way/851803154,way/851803154,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,2024-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bal Bharti Public School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://balbharati.org/,,,,,,center,POINT (77.1305897 28.7074103)
way/852278359,way/852278359,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rishabh Public School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.2911939 28.6044339)
way/876138067,way/876138067,,,,,,,,Dwarka,,,,,,,,Nanhey Park C Block,,,110059,,Gali no.9,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,1-8,,,,,,,,,,,Sat Saheb Public School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.0496528 28.6114521)
way/877433333,way/877433333,,,,,,,,Dwarka,,,,,,,,A-99,,,110059,,Bindapur Matiala Road,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,1-8,,,,,,,,,,,Vagishwari School,,,,,,,,,,,Vagishwari School,private,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.0495661 28.6149069)
node/883881204,node/883881204,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (77.177701 28.5962679)
way/913754164,way/913754164,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Paul's School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q16930767,,,"en:St. Paul's School, New Delhi",center,POINT (77.1995739 28.5485981)
way/948264867,way/948264867,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.3086593 28.6577694)
way/949757088,way/949757088,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sai Bhavan School,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,limited,,,,,center,POINT (77.2676675 28.6522192)
way/952454481,way/952454481,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.0427708 28.60814)
way/952454487,way/952454487,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MRV School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.0375764 28.6025079)
way/956222947,way/956222947,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,Cambridge School Ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.1130498 28.6392793)
way/956235451,way/956235451,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,laal kila school ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.1141173 28.6348232)
way/963984931,way/963984931,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,Grounds for Salwan Public School.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.1838717 28.6417325)
way/970223265,way/970223265,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,318,,,,,,,1999982,,,,,,,,,,,,Maquoketa Valley Community Schools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (-91.3283652 42.4251881)
way/970832647,way/970832647,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kulachi Hansraj Model School (Primary Wing),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.1682023 28.6902383)
way/970834702,way/970834702,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maharaja Agarsen Public School,,Q2721961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.1712121 28.6822235)
way/971113905,way/971113905,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nigam Pratibha Coed School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.1988385 28.6820804)
way/979783602,way/979783602,,,,,,,,Delhi,,,,,,,,,,,110051,,Mausam Vihar,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D.A.V PUBLIC SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.2901399 28.6442963)
way/983528878,way/983528878,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bal Mandir Sr. Sec. School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.2924819 28.6416811)
way/983528880,way/983528880,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SNEH International School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.2950915 28.6434774)
way/998316508,way/998316508,,,,,,,,,,,,,,,,,,Green Park Extension,110016,,,,,,school,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gargi Sarvodaya Kanya Vidyalaya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.2014946 28.5603646)
way/999345675,way/999345675,,,,,,,,,,,,,,,,,,,,,,,,,school,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Delhi Municipal Corporation Primary School,,,पूर्वी दिल्ली नगर निगम प्राथमिक विद्यालय,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.3139487 28.6198874)
way/1000909099,way/1000909099,,,,,,,,,,,,,,,,,,,,,,,,,school,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.3129897 28.6205776)
way/1015229029,way/1015229029,,,,,,,,Delhi,,IN,,,,,,Ahlcon Public School,,,110091,Delhi,"Shashi Park Rd, Mayur Vihar",,,,school,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,"Ahlcon Public School, Mayur Vihar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.2912961 28.6080864)
way/1028285649,way/1028285649,,,,,,,,New Delhi,,,,,"Sector - 22, Rohini",,,,,Pocket - 7,110085,,,,,,school,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GD Goenka Public School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.0602548 28.7200661)
way/1075740885,way/1075740885,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,nkbpsrohini@yahoo.co.in,,,,,,,,,,,,,,,,,,N. K. Bagrodia Public School,,,,,,,,,,,,,,011-27550255,,,,,,,,,,,,,,,,https://nkbpsrohini.com/,,,,,,center,POINT (77.1246963 28.7126148)
way/1076561233,way/1076561233,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KMS Primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (76.9854878 28.6061481)
way/1076561234,way/1076561234,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KMS Nursery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (76.9852001 28.6064911)
way/1076561235,way/1076561235,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KMS Secondary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (76.9851721 28.6061195)
way/1076800987,way/1076800987,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCD primary Khaira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (76.9678597 28.5991379)
way/1076800989,way/1076800989,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shri Krishna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (76.9807487 28.5986432)
way/1076800990,way/1076800990,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rao Mohar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (76.9817244 28.5984622)
way/1076800991,way/1076800991,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rao Maan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (76.981635 28.5979172)
way/1076800994,way/1076800994,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nav Uday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (76.9761267 28.600887)
way/1076800995,way/1076800995,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Govt. Boys Khaira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (76.9755553 28.600706)
way/1076871973,way/1076871973,,,,,,,,,,,,New Delhi,,,Springdales School,,,,110021,DL,Benito Juarez Marg,,,,school,,,,,,,,,,,,,,,,,,,,,contact@springdales.com,,,,,,,,,,,1;2;3,,,,,6,+91 11 2411 6657;+91 98115 64947,Springdales School,,,,,,yes,,,,,,private,,,,,,,,mixed,,,,,,,,,,https://springdalesdk.com,,,,,,center,POINT (77.165223 28.5856594)
way/1083840655,way/1083840655,,,,,,,,,,,,,,,,,,,,,,,,,school,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Baptist Convent Senior Secondary School,,,,,,,,,,,,religious,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.3041577 28.6302501)
way/1085815543,way/1085815543,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.2947577 28.6031786)
way/1085815544,way/1085815544,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.2944036 28.6029171)
way/1094967419,way/1094967419,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GGSSS School Playground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.2711545 28.6364072)
way/1096874054,way/1096874054,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"School Of Specialized Excellence, Delhi Government School",,,"स्कूल ऑफ़ स्पेशलाइज्ड एक्सीलेंस, दिल्ली गवर्नमेंट विद्यालय",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.0809395 28.7227608)
node/1116432336,node/1116432336,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Govt. Girls Senior Secondary School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (77.1842457 28.573859)
node/1116433509,node/1116433509,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPS International School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (77.1783234 28.5697886)
node/1116434111,node/1116434111,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jose Martin Sarvodya Vidyalya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (77.1781517 28.5712962)
way/1133443453,way/1133443453,,,,,,H,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.1720231 28.7246347)
way/1133780556,way/1133780556,,,,,,,,,,,,,,,,,,Mahendra Park,110033,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Navjeevan Model School,,,,,,,,,,,,,,,,,1309250,,,,,,,,,,,,,,,,,,,center,POINT (77.1690013 28.7231287)
way/1136686168,way/1136686168,,,,,,E,,,,,,,,,,,,,,,,,,,school,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Municipal Corporation of Delhi,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.1753852 28.7316913)
way/1136686171,way/1136686171,,,,,,EE,,,,,,,,,,,,"Sant Ravidas Nagar, Jahangirpuri",,,,,,,school,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.1763852 28.7321918)
way/1137301504,way/1137301504,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Supaksha early learning habitat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.1490659 28.5295305)
way/1137796415,way/1137796415,,,,,,C,,,,,,,,,,,,Jahangir Puri,110033,,,,,,school,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,नगर निगम प्राथमिक बाल/बालिका विद्यालय,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.1707068 28.7289772)
way/1143855202,way/1143855202,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.1665196 28.7265451)
way/1143855214,way/1143855214,,,,,,,,,,,,,,,,,,,,,,,,,school,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.1678897 28.7267293)
way/1143855218,way/1143855218,,,,,,,,,,,,,,,,,,,,,,,,,school,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.1686231 28.7257776)
way/1149873753,way/1149873753,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.1668728 28.7303896)
way/1151947494,way/1151947494,,,,,,,,Delhi,,,,,,,,M38H+CR3,,,110087,,"Ambica Vihar,Paschim Vihar",,,,school,,,,,school,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Mary's Senior Secondary School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.0794494 28.6660106)
way/1153433167,way/1153433167,,,,,,F;G,,,,,,,,,,,,,,,,,,,school,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.1753698 28.7278751)
way/1157635596,way/1157635596,,,,,,,,,,,,,,,,,,,,,,,,,school,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.1664713 28.730904)
way/1158946096,way/1158946096,,,,,,,,Delhi,,,,,,,,,,,110042,,,,Bhalaswa Dairy,,school,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCD Primary School,,,निगम प्राथमिक बाल/बालिका विद्यालय,,,,,,,,,public,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.1671276 28.7424856)
way/1162390793,way/1162390793,,,,,,,,,,,,,,,,,,,,,,,,,school,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.1715893 28.7190375)
way/1162426987,way/1162426987,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.307242 28.6933784)
way/1162736474,way/1162736474,,,,,,,,,,,,,,,,,,,,,,,,,school,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.1742689 28.7191741)
way/1163528986,way/1163528986,,,,,,,,,,,,,,,,,,,,,,,,,school,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,public,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.1723626 28.7194542)
way/1163528997,way/1163528997,,,,,,,,Delhi,,,,,,,,C-18,,,110033,,,,Adarsh Nagar,,school,,,,,yes,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jyoti Model Senior Secondary School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,center,POINT (77.1730493 28.720168)
way/1163845331,way/1163845331,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diwan Chand Arya Senior Secondary School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.2244413 28.5888356)
way/1165055520,way/1165055520,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.2519272 28.5058378)
way/1165055521,way/1165055521,,,,,,,,,,,,,,,,,,,,,Mehrauli Badarpur Road,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,1-12,,,,,,,,,,,Hamdarad Public School,,,,,,,,,,,,,,,,,,muslim,,,,,,,,,,,,,,,,,,center,POINT (77.2505942 28.5044212)
way/1165055525,way/1165055525,,,,,,,,,,,,,,,,,,,,,,,,,school,,AFS Tuglakabad,Kendriya Vidyalaya,Q1156653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kendriya Vidyalaya,,,,,,,,,,,,government_non_profit,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.2502214 28.511313)
